Country,alpha_2_code,alpha_3_code,numeric_code,Indicator,Year,Value,Gender,observation_status,current_age
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,97,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,82,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,74,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,50,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,64,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,65,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,66,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,74,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,84,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,85,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,86,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,84,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,82,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,75,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,75,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,70,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,75,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,75,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,74,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,45,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,52,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,48,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,52,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,62,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,38,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,38,Total,Estimated value,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,59,Total,Estimated value,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,79,Total,Estimated value,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,79,Total,Estimated value,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,79,Total,Estimated value,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,79,Total,Estimated value,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,79,Total,Estimated value,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,79,Total,Estimated value,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,80,Total,Estimated value,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,80,Total,Estimated value,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,80,Total,Estimated value,Total
Monaco,MC,MCO,492,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,80,Total,Estimated value,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,75,Total,Estimated value,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,95,Total,Estimated value,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,96,Total,Estimated value,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,98,Total,Estimated value,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,98,Total,Estimated value,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,98,Total,Estimated value,Total
Mongolia,MN,MNG,496,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,96,Total,Estimated value,Total
